n_cities,instance,method,length,gap_percent,time_ms
300,174,POMO,156.7747243013291,20.48735556818358,2953.932599979453
300,175,LKH,131.82291730500876,0.0,45791.214300028514
300,175,Attention:batch_greedy_mean,208.1749786187587,57.92017266397491,73.39460001094267
300,175,Attention:greedy_rollout,197.1738799414794,49.574811400405544,64.62039996404201
300,175,PointerNet:batch_greedy_mean,246.7551100769179,87.18680721196735,206.75130002200603
300,175,PointerNet:greedy_rollout,233.32201879441033,76.99655231764848,172.5064999773167
300,175,POMO,161.9154146436154,22.827971003690763,4042.049699986819
300,176,LKH,128.69691111783544,0.0,42340.06610000506
300,176,Attention:batch_greedy_mean,213.0845458561757,65.5708315027659,51.50329996831715
300,176,Attention:greedy_rollout,203.1786888314183,57.87378816371671,47.47660004068166
300,176,PointerNet:batch_greedy_mean,248.48171104521563,93.07511647867346,190.0700000114739
300,176,PointerNet:greedy_rollout,224.06616304176097,74.10376138445548,174.40369998803362
300,176,POMO,161.69348604096757,25.638979705519372,3001.5888000489213
300,177,LKH,134.63070951364432,0.0,46506.56349997735
300,177,Attention:batch_greedy_mean,218.7769382294054,62.50151174255913,57.44060000870377
300,177,Attention:greedy_rollout,218.9236894852371,62.61051455206809,46.79829999804497
300,177,PointerNet:batch_greedy_mean,246.2929879547608,82.93967910033182,185.57730002794415
300,177,PointerNet:greedy_rollout,224.78447470789345,66.9637451365525,154.55989999463782
300,177,POMO,167.0786622018417,24.101449665842324,2896.1791999754496
300,178,LKH,130.46000833716454,0.0,46038.22799999034
300,178,Attention:batch_greedy_mean,221.9851638506824,70.15571797065783,50.45199999585748
300,178,Attention:greedy_rollout,198.0582508647152,51.815298334833656,52.36570001579821
300,178,PointerNet:batch_greedy_mean,221.03103541572813,69.42436094629801,189.74110000999644
300,178,PointerNet:greedy_rollout,224.35541779608752,71.97256128963063,183.20139998104423
300,178,POMO,164.1535938154785,25.82675404345775,2914.270300010685
300,179,LKH,129.66959691179898,0.0,53487.782199983485
300,179,Attention:batch_greedy_mean,218.4610184427677,68.47512728165917,71.97699998505414
300,179,Attention:greedy_rollout,201.71368544495488,55.55973817221022,56.18640000466257
300,179,PointerNet:batch_greedy_mean,251.05469245572064,93.61106877388352,198.61479999963194
300,179,PointerNet:greedy_rollout,234.1102652948639,80.54368245943209,200.86459995945916
300,179,POMO,165.80865540482952,27.870109380853762,3180.464800039772
300,180,LKH,130.3321770072052,0.0,51113.77330002142
300,180,Attention:batch_greedy_mean,215.00911372894274,64.97009308534479,55.43439998291433
300,180,Attention:greedy_rollout,200.92959038080608,54.16729390601527,59.07910002861172
300,180,PointerNet:batch_greedy_mean,262.3078697548155,101.26102070735324,170.70369998691604
300,180,PointerNet:greedy_rollout,232.18459337326064,78.14832737768565,203.6404999671504
300,180,POMO,162.85247887528544,24.95185963653659,3394.0064000198618
300,181,LKH,128.30415278608666,0.0,52152.9277000227
300,181,Attention:batch_greedy_mean,219.36722954273654,70.97437984604719,63.75659996410832
300,181,Attention:greedy_rollout,208.851671446725,62.778574903128884,69.30060003651306
300,181,PointerNet:batch_greedy_mean,260.6330001280265,103.1368388851476,203.31409998470917
300,181,PointerNet:greedy_rollout,237.38219208505527,85.0152056113316,210.39979998022318
300,181,POMO,160.92686299752967,25.4260750747739,3364.813900028821
300,182,LKH,131.86828629934496,0.0,46054.80590002844
300,182,Attention:batch_greedy_mean,211.91510610349007,60.70210059637572,67.67920003039762
300,182,Attention:greedy_rollout,200.28580826359592,51.883226728935526,52.19720001332462
300,182,PointerNet:batch_greedy_mean,254.09213111924907,92.68630710984772,213.82529998663813
300,182,PointerNet:greedy_rollout,215.77269464706572,63.62743514938477,206.95029996568337
300,182,POMO,168.46848460509676,27.755117877749814,3090.950599987991
300,183,LKH,128.6521619691891,0.0,50110.60539999744
300,183,Attention:batch_greedy_mean,213.61470096404622,66.04050619468391,61.52200000360608
300,183,Attention:greedy_rollout,197.68731738548948,53.66031503833849,63.331999990623444
300,183,PointerNet:batch_greedy_mean,256.75988114702056,99.57681022765243,195.6101000541821
300,183,PointerNet:greedy_rollout,223.25578129229478,73.53441860212368,214.89929995732382
300,183,POMO,164.2524284353982,27.671720335904652,3145.029000006616
300,184,LKH,126.24095616977363,0.0,50945.407999970485
300,184,Attention:batch_greedy_mean,202.32093450925953,60.26568607193585,53.988699975889176
300,184,Attention:greedy_rollout,202.79900829035768,60.644385501663876,57.50220001209527
300,184,PointerNet:batch_greedy_mean,231.9707760675148,83.75239154205369,195.93510002596304
300,184,PointerNet:greedy_rollout,209.80136213060172,66.19120172731652,246.208900003694
300,184,POMO,157.95662837798181,25.123124198739237,3068.003199994564
300,185,LKH,131.26737187984355,0.0,50205.05260000937
300,185,Attention:batch_greedy_mean,218.2872482191118,66.2920839299826,66.7307999683544
300,185,Attention:greedy_rollout,207.18165328183116,57.83179804306301,62.650400039274246
300,185,PointerNet:batch_greedy_mean,246.18006119596942,87.54093852150247,210.55359998717904
300,185,PointerNet:greedy_rollout,230.6363110584074,75.69964855358104,196.5652999933809
300,185,POMO,166.1546797667907,26.57728831417565,3123.1045000022277
300,186,LKH,128.08616897277182,0.0,52568.56330001028
300,186,Attention:batch_greedy_mean,204.95253161239833,60.011446400560665,55.01229997025803
300,186,Attention:greedy_rollout,198.56335260782868,55.023258327008506,60.28180004796013
300,186,PointerNet:batch_greedy_mean,252.90294322307017,97.44750370106826,202.54369999747723
300,186,PointerNet:greedy_rollout,228.30423607437208,78.24269232605772,194.9653000338003
300,186,POMO,163.85397704919728,27.92480122036352,3307.664600026328
300,187,LKH,128.8222030910119,0.0,47842.17460005311
300,187,Attention:batch_greedy_mean,220.00458307100433,70.78157164846249,62.5988999963738
300,187,Attention:greedy_rollout,203.4641681664125,57.94184797683256,54.44290000014007
300,187,PointerNet:batch_greedy_mean,250.088809550031,94.13486460353825,192.4686999991536
300,187,PointerNet:greedy_rollout,224.45280290224264,74.23456323260399,258.31190001918003
300,187,POMO,168.45484965245643,30.76538485640118,3100.8061000029556
300,188,LKH,134.73614495001942,0.0,52432.81919998117
300,188,Attention:batch_greedy_mean,221.14973419683963,64.13541761854287,72.08589999936521
300,188,Attention:greedy_rollout,214.46590092499795,59.17473444453558,47.296600008849055
300,188,PointerNet:batch_greedy_mean,264.3933775749332,96.2304752544392,198.53469997178763
300,188,PointerNet:greedy_rollout,230.78577242943956,71.28720174905546,199.23139997990802
300,188,POMO,171.05312914574876,26.95415117391192,3119.307100016158
300,189,LKH,127.32508580804708,0.0,53482.24729998037
300,189,Attention:batch_greedy_mean,225.83993425321017,77.37269354263954,59.232299972791225
300,189,Attention:greedy_rollout,203.6855737665528,59.97285411111003,60.67719997372478
300,189,PointerNet:batch_greedy_mean,233.13888141478355,83.10522230180106,184.08109998563305
300,189,PointerNet:greedy_rollout,225.80837512500267,77.34790728154478,197.82060000579804
300,189,POMO,161.13074657799558,26.550667965708886,3137.1041999664158
300,190,LKH,130.52413798843125,0.0,48158.88380003162
300,190,Attention:batch_greedy_mean,221.14773835133113,69.43052967791454,53.8075000513345
300,190,Attention:greedy_rollout,205.28407353046032,57.27671271704187,45.90010002721101
300,190,PointerNet:batch_greedy_mean,248.5537269837584,90.42740355487999,182.37900000531226
300,190,PointerNet:greedy_rollout,229.5806897844409,75.89136639599131,202.52250001067296
300,190,POMO,166.36652888057952,27.460354417605952,3092.7865999983624
300,191,LKH,132.66231493741276,0.0,51476.280500006396
300,191,Attention:batch_greedy_mean,227.96969256009672,71.84208843909286,59.926999965682626
300,191,Attention:greedy_rollout,201.20709066935873,51.66861121357933,53.16930002300069
300,191,PointerNet:batch_greedy_mean,250.03128132384992,88.47197219633122,192.24309996934608
300,191,PointerNet:greedy_rollout,230.39288291904495,73.66867375089858,190.58650004444644
300,191,POMO,164.44604788363222,23.958373529976726,3088.681199995335
300,192,LKH,133.9963801540128,0.0,50474.20009999769
300,192,Attention:batch_greedy_mean,211.93872566253643,58.16750080781154,56.39879999216646
300,192,Attention:greedy_rollout,202.77966662573647,51.33219747627922,60.87409995961934
300,192,PointerNet:batch_greedy_mean,254.50575388392423,89.93479793364591,192.86439998541027
300,192,PointerNet:greedy_rollout,226.47057781987863,69.01245956015963,209.11930000875145
300,192,POMO,170.74237747455666,27.423126862314295,3122.084599977825
300,193,LKH,127.92816954165906,0.0,48367.802699969616
300,193,Attention:batch_greedy_mean,218.88679396916916,71.10132565282267,50.388599978759885
300,193,Attention:greedy_rollout,207.52316454151207,62.2185053417288,54.16270002024248
300,193,PointerNet:batch_greedy_mean,233.0666899744429,82.18558962382879,179.08959998749197
300,193,PointerNet:greedy_rollout,244.63784923202564,91.23063365051961,169.16609997861087
300,193,POMO,169.81087363052336,32.73923502456231,3075.32500004163
300,194,LKH,129.1216722895141,0.0,54813.60669998685
